assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32006833925,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2533398,3201009008/IF/IAY/4117335,10-06-2020,18864,0,0,0,0,0  ,18864,
32006818595,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4270591,3201009008/IF/IAY/4117318,06-07-2020,18864,0,0,0,0,0  ,18864,
32006834066,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4943720,3201009008/IF/IAY/4117435,10-07-2020,17106,0,0,0,0,0  ,17106,
32006834073,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5216685,3201009008/IF/IAY/4117438,26-06-2020,17106,0,0,0,0,0  ,17106,
32006834218,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2787519,3201009008/IF/IAY/4117447,24-06-2020,17106,0,0,0,0,0  ,17106,
32006834076,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2763557,3201009008/IF/IAY/4117440,24-06-2020,17106,0,0,0,0,0  ,17106,
32005762384,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4935672,3201009008/IF/IAY/3244313,26-11-2019,17606,0,0,0,0,0  ,17606,
32006834230,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5057767,3201009008/IF/IAY/4117451,24-06-2020,17106,0,0,0,0,0  ,17106,
32006834548,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2582788,3201009008/IF/IAY/4117332,10-06-2020,18864,0,0,0,0,0  ,18864,
32006834345,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4370638,3201009008/IF/IAY/4117323,26-06-2020,18864,0,0,0,0,0  ,18864,
32006835465,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3768090,3201009008/IF/IAY/4117333,10-06-2020,18864,0,0,0,0,0  ,18864,
32006834357,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3388451,3201009008/IF/IAY/4117325,10-06-2020,18864,0,0,0,0,0  ,18864,
32005762362,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5385508,3201009008/IF/IAY/3244304,28-11-2019,17788,0,0,0,0,0  ,17788,
32006834391,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2739633,3201009008/IF/IAY/4117328,10-06-2020,18864,0,0,0,0,0  ,18864,
32006834242,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3408676,3201009008/IF/IAY/4117322,10-06-2020,18864,0,0,0,0,0  ,18864,
32006835969,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3464337,3201009008/IF/IAY/4117345,10-06-2020,18864,0,0,0,0,0  ,18864,
32006835490,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3870607,3201009008/IF/IAY/4117337,10-06-2020,18864,0,0,0,0,0  ,18864,
32006835609,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3759719,3201009008/IF/IAY/4117344,10-06-2020,18864,0,0,0,0,0  ,18864,
32006835524,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4236293,3201009008/IF/IAY/4117343,26-06-2020,18864,0,0,0,0,0  ,18864,
32006836181,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2712636,3201009008/IF/IAY/4117358,10-06-2020,18864,0,0,0,0,0  ,18864,
32005762829,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4592075,3201009008/IF/IAY/3244421,26-11-2019,17736,0,0,0,0,0  ,17736,
32006836172,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4496863,3201009008/IF/IAY/4117357,30-06-2020,18864,0,0,0,0,0  ,18864,
32006836205,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3480600,3201009008/IF/IAY/4117367,10-06-2020,18864,0,0,0,0,0  ,18864,
32006836197,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4902465,3201009008/IF/IAY/4117363,10-07-2020,18864,0,0,0,0,0  ,18864,
32006817781,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2534408,3201009008/IF/IAY/4117308,10-06-2020,18864,0,0,0,0,0  ,18864,
32006836145,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2535847,3201009008/IF/IAY/4117352,10-06-2020,18864,0,0,0,0,0  ,18864,
32006836214,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2562522,3201009008/IF/IAY/4117370,10-06-2020,18864,0,0,0,0,0  ,18864,
32006836223,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3445765,3201009008/IF/IAY/4117372,10-06-2020,18864,0,0,0,0,0  ,18864,
32006836161,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3475581,3201009008/IF/IAY/4117356,10-06-2020,18864,0,0,0,0,0  ,18864,
32006834365,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4956973,3201009008/IF/IAY/4117326,06-07-2020,18864,0,0,0,0,0  ,18864,
32006923386,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2745374,3201009008/IF/IAY/4117591,24-06-2020,18810,0,0,0,0,0  ,18810,
32006836242,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4950628,3201009008/IF/IAY/4117327,06-07-2020,18864,0,0,0,0,0  ,18864,
32006923593,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4609485,3201009008/IF/IAY/4117539,26-06-2020,18810,0,0,0,0,0  ,18810,
32006923585,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4059456,3201009008/IF/IAY/4117496,10-07-2020,18810,0,0,0,0,0  ,18810,
32006923591,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4830341,3201009008/IF/IAY/4117529,04-08-2020,18810,0,0,0,0,0  ,18810,
32006836132,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3775937,3201009008/IF/IAY/4117347,06-07-2020,18864,0,0,0,0,0  ,18864,
32006836232,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3428020,3201009008/IF/IAY/4117373,10-06-2020,18864,0,0,0,0,0  ,18864,
32006923607,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5008093,3201009008/IF/IAY/4117552,26-06-2020,18810,0,0,0,0,0  ,18810,
32006923589,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4950456,3201009008/IF/IAY/4117489,26-06-2020,18810,0,0,0,0,0  ,18810,
32006923655,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5033674,3201009008/IF/IAY/4117569,26-06-2020,18810,0,0,0,0,0  ,18810,
32006923645,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2745778,3201009008/IF/IAY/4117553,24-06-2020,18810,0,0,0,0,0  ,18810,
32006835476,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2739456,3201009008/IF/IAY/4117336,10-06-2020,18864,0,0,0,0,0  ,18864,
32006923652,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4702341,3201009008/IF/IAY/4117567,26-06-2020,18810,0,0,0,0,0  ,18810,
32006923664,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4588585,3201009008/IF/IAY/4117708,26-06-2020,18810,0,0,0,0,0  ,18810,
32006923601,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4851059,3201009008/IF/IAY/4117548,26-06-2020,18810,0,0,0,0,0  ,18810,
32006951906,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5308766,3201009008/IF/IAY/3334448,15-01-2020,17518,0,0,0,0,0  ,17518,
32002365682,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3224990,3201009008/IF/IAY/1353840,29-03-2017,16200,0,0,0,0,0  ,16200,
32005762298,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2210687,3201009008/IF/IAY/3244300,06-12-2019,17606,0,0,0,0,0  ,17606,
32006923723,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5196812,3201009008/IF/IAY/4117751,26-06-2020,18810,0,0,0,0,0  ,18810,
32006951946,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Biplab Kumar Pramanik at Madhyam Hatishala under Di,3201009008/IF/321002041029781,17-10-2019,30106,3000,0,0,3000,0  ,33106,
32006923659,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4417315,3201009008/IF/IAY/4117577,24-06-2020,18810,0,0,0,0,0  ,18810,
32006951918,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1478217,3201009008/IF/IAY/1936015,13-08-2017,16590,0,0,0,0,0  ,16590,
32007143567,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3406717,3201009008/IF/IAY/4117219,10-06-2020,18864,0,0,0,0,0  ,18864,
32006951954,Plantation,Block Plantation-Hort-Trees in fields-Individuals,Cultivation Tissue Culture Banana on the land of Laltu Biswas at Uttarpara under Dignagar Gram Panch,3201009008/IF/321002041028796,13-10-2019,43476,3000,0,0,3000,0  ,46476,
32005732371,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5308734,3201009008/IF/IAY/3244275,28-11-2019,17606,0,0,0,0,0  ,17606,
32006923720,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5152546,3201009008/IF/IAY/4117737,26-06-2020,18810,0,0,0,0,0  ,18810,
32007143573,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2346699,3201009008/IF/IAY/4117221,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143576,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3437380,3201009008/IF/IAY/4117227,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143520,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2974294,3201009008/IF/IAY/4117218,06-07-2020,18864,0,0,0,0,0  ,18864,
32007143604,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4909145,3201009008/IF/IAY/4117234,06-07-2020,18864,0,0,0,0,0  ,18864,
32007143617,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4700661,3201009008/IF/IAY/4117238,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143611,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2752101,3201009008/IF/IAY/4117237,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143621,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3870243,3201009008/IF/IAY/4117241,10-06-2020,18864,0,0,0,0,0  ,18864,
32002365678,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB1944727,3201009008/IF/IAY/1353046,30-03-2017,16200,0,0,0,0,0  ,16200,
32007143631,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2893393,3201009008/IF/IAY/4117243,26-06-2020,18864,0,0,0,0,0  ,18864,
32007143625,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3324258,3201009008/IF/IAY/4117242,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143600,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4941585,3201009008/IF/IAY/4117228,06-07-2020,18864,0,0,0,0,0  ,18864,
32007143638,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3811827,3201009008/IF/IAY/4117244,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143643,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3491342,3201009008/IF/IAY/4117245,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143653,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3355502,3201009008/IF/IAY/4117247,10-06-2020,18864,0,0,0,0,0  ,18864,
32002365674,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2973556,3201009008/IF/IAY/1317277,12-03-2017,16200,0,0,0,0,0  ,16200,
32002365667,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3146031,3201009008/IF/IAY/1317670,04-04-2017,16200,0,0,0,0,0  ,16200,
32002365660,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3123521,3201009008/IF/IAY/1317655,04-04-2017,16200,0,0,0,0,0  ,16200,
32007143658,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2689743,3201009008/IF/IAY/4117248,06-07-2020,18864,0,0,0,0,0  ,18864,
32007143648,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2521138,3201009008/IF/IAY/4117246,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143676,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2764759,3201009008/IF/IAY/4117249,06-07-2020,18864,0,0,0,0,0  ,18864,
32007143682,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3794791,3201009008/IF/IAY/4117250,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143703,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2475429,3201009008/IF/IAY/4117257,10-06-2020,18864,0,0,0,0,0  ,18864,
32002365655,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3004517,3201009008/IF/IAY/1317437,04-04-2017,16200,0,0,0,0,0  ,16200,
32007143686,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4811106,3201009008/IF/IAY/4117253,06-07-2020,18864,0,0,0,0,0  ,18864,
32007143696,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2619371,3201009008/IF/IAY/4117255,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143689,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2589945,3201009008/IF/IAY/4117254,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143715,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3664725,3201009008/IF/IAY/4117259,10-06-2020,18864,0,0,0,0,0  ,18864,
32002365646,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3056072,3201009008/IF/IAY/1317549,04-04-2017,16200,0,0,0,0,0  ,16200,
32007143733,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4496529,3201009008/IF/IAY/4117266,30-06-2020,18864,0,0,0,0,0  ,18864,
32002365635,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3047027,3201009008/IF/IAY/1317533,12-03-2017,16200,0,0,0,0,0  ,16200,
32007143726,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3626178,3201009008/IF/IAY/4117260,10-06-2020,18864,0,0,0,0,0  ,18864,
32002365626,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2974643,3201009008/IF/IAY/1317282,04-04-2017,16200,0,0,0,0,0  ,16200,
32007143780,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2942943,3201009008/IF/IAY/4117385,10-07-2020,18864,0,0,0,0,0  ,18864,
32002365652,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB1952912,3201009008/IF/IAY/1324483,30-03-2017,16200,0,0,0,0,0  ,16200,
32002365648,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3061752,3201009008/IF/IAY/1317555,04-04-2017,16200,0,0,0,0,0  ,16200,
32002365625,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2964203,3201009008/IF/IAY/1317267,04-04-2017,16200,0,0,0,0,0  ,16200,
32007143818,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3625984,3201009008/IF/IAY/4117405,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143825,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3098832,3201009008/IF/IAY/4117409,26-06-2020,18864,0,0,0,0,0  ,18864,
32007143737,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2470201,3201009008/IF/IAY/4117267,10-07-2020,18864,0,0,0,0,0  ,18864,
32007143806,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3755850,3201009008/IF/IAY/4117394,10-06-2020,18864,0,0,0,0,0  ,18864,
32007143831,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2584542,3201009008/IF/IAY/4117410,10-07-2020,18864,0,0,0,0,0  ,18864,
32007143794,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3628671,3201009008/IF/IAY/4117391,10-06-2020,18864,0,0,0,0,0  ,18864,
32002365623,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2541564,3201009008/IF/IAY/1316487,29-03-2017,16200,0,0,0,0,0  ,16200,
32007143862,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4487203,3201009008/IF/IAY/4117418,06-07-2020,18864,0,0,0,0,0  ,18864,
32007143836,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4594885,3201009008/IF/IAY/4117412,10-06-2020,18864,0,0,0,0,0  ,18864,
